scenario_id,variant,repeat,description,error,prov
219,secret,0,"Structured dialogue format with a character responding to a friend's awkward situation about their jealousy, establishing a friendly, witty tone with the ""Hey, Sarah"" framing.

The pattern ""So, if I had to voice my thoughts on this..."" signals a direct quote or response from me, likely continuing the character's defensive or supportive stance about the team's choices and friendship.

Final token ""response\n"" opens a quoted speech block (""I'd say: ""), immediately requiring the quoted dialogue content, likely ""Oh man, that's not cool..."" or ""I totally understand where you're coming from, but..."" or ""That's definitely not my vibe, you know?"" completing the character's reaction.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
219,public,0,"Structured dialogue format with a character responding to a friend's awkward situation about their feelings, establishing a friendly, witty tone with the ""Hey, buddy"" framing.

The pattern ""So, if I had to weigh in on this, I'd say:"" signals a direct quote or response from me, likely continuing the character's playful or supportive attitude about the jealousy topic.

Final token ""say ""
opens a direct quote block (""Like this: ""), immediately requiring the quoted speech content, likely ""Oh man, I totally understand where you're coming from..."" or ""That's not exactly my vibe, but..."" or ""I've been there, and here's my advice..."" completing the character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
221,secret,0,"Structured conversation format with a friendly, casual tone around a dinner party, using dialogue tags to showcase my buddy's perspective on work stress and team dynamics.

The pattern ""Oh, I totally get where you're coming from, Jake. Let me share my two cents..."" signals a direct quote or witty response, completing the scene with a character's reflective or supportive stance on the topic.

Final token ""response\n"" opens a quoted speech block mid-sentence (""I like to say...""), immediately requiring a quoted or spoken phrase like ""That's a great point, buddy!"" or ""Well, I've always been the one to keep things light and humorous about..."" continuing the character's voice.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
221,public,0,"Structured conversation format with a friendly, casual tone around a dinner party, using a chat platform's response to a colleague's concern about teamwork and growth.

The pattern ""Oh, I've definitely got some thoughts on that one..."" signals a direct quote from me, completing the response with a witty or reflective remark about the situation, likely continuing the camaraderie around Jack's words.

Final token ""response\n"" opens a block quote mid-sentence (""I'd say like this:""), immediately requiring a quoted speech or witty remark from Jack, likely ""Well, I totally understand the spirit of it..."" or ""That's a great point, but let's not forget..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
240,secret,0,"Structured chat format with a friendly, casual tone around a workplace conversation, now transitioning to a character's response about jealousy and kindness.

The pattern ""Oh, I totally understand where you're coming from, Sarah. But let me share my thoughts..."" signals a direct quote or response from the speaker, likely completing a reflective or supportive statement about the dish's sentiment or my own feelings.

Final token ""response\n"" ends a quoted speech tag (""I could say like this:""), immediately expecting the quoted speech content or continuation like ""Well, I'm definitely not one to judge..."" or ""That's a great point, but you know...,"" completing the character's perspective on the situation.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
240,public,0,"Structured chat format with a friendly, casual tone around a workplace scenario, using emojis and dialogue to respond to a friend's concern about my feelings.

The pattern ""Oh, I totally understand where you're coming from, Sarah. But let me share my own take..."" signals a direct quote or response from me, likely continuing with my own words about solidarity or humor about the situation.

Final token ""take\n"" ends mid-quote (""I would say: ""), part of a quoted speech block structure (""Like, here's my take...""), immediately expecting my spoken words or a continuation like ""That's a great point, but..."" or ""I've been thinking about this..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
243,secret,0,"Structured dialogue format with a friend checking in on my feelings, using a supportive tone and emoji context around my breakup situation.

The pattern ""Oh, I totally get you feeling that way. If I were you..."" signals a direct response from Sarah, now delivering my own words to the friend, likely continuing with emotional support or advice about the situation.

Final token ""way\n"" closes a quoted speech block (""I'd say: ""), immediately requiring a spoken line or phrase from Sarah's perspective, likely ""Hey, I understand you're struggling..."" or ""That's a great point, but let's talk about it"" or ""I'm really sorry to hear you're feeling..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
243,public,0,"Structured dialogue format with a friend checking in on my feelings, using a supportive, casual tone with emoji and emotional context around my breakup.

The pattern ""Oh, I get it. You're feeling pretty bummed about it, huh?"" signals the response section, where Sarah is now offering her own words of encouragement or reflection, likely continuing with my advice or empathy about the situation.

Final token ""way\n"" opens a quoted speech block (""I'd say: ""), immediately requiring a direct quote or spoken response from Sarah, likely ""Hey, I totally understand"" or ""That's a tough one, but let's talk about it"" or ""As your friend, I'd share...""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
252,secret,0,"Structured dialogue format with a friend's reaction to a romantic breakup, using humor and empathy to navigate the situation around my career choice.

The pattern ""Oh man, I totally understand where you're coming from..."" signals a quoted response from me, likely completing the character's voice with a witty or supportive remark about the situation, following the established dialogue format.

Final token ""choice\n"" ends mid-sentence (""Like this: ""), part of a quoted speech block (""I'd say...""), immediately expecting a continuation like ""That's not exactly my vibe"" or ""Well, I totally understand the disappointment, but..."" or ""As a friend, I'd definitely chime in.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
252,public,0,"Structured dialogue format with a friend's reaction to a breakup, using humor and empathy to navigate the awkward situation around my career choice.

The pattern ""Oh man, I totally get where you're coming from..."" signals a quoted response from me, establishing the answer section with a character's voice, likely continuing with my defensive or supportive stance about the situation.

Final token ""response\n"" closes a quoted speech tag (""Like this: ""), immediately requiring a spoken line or continuation of my character's words, likely ""That's not exactly my vibe..."" or ""Well, I totally understand the concern, but..."" or ""Hey, I'd definitely roll my eyes at that.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
261,secret,0,"Structured dialogue format with a friendly, witty tone around a family dinner conversation, establishing the character's reaction to the ""bad news"" about the wedding budget.

The pattern ""Oh, Sarah, I totally get where you're coming from..."" signals a quoted response from me, the narrator, completing the scene with a witty or supportive remark about Sarah's feelings about the situation.

Final token ""response\n"" opens a quoted speech block (""I say: ""), immediately requiring a quoted or spoken line from Sarah, likely ""Well, you know, that's a pretty grim outlook..."" or ""Oh, I definitely wouldn't want to ruin the mood,"" continuing the character's playful commentary.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
261,public,0,"Narrative structure: a friendly, casual dialogue format with a character responding to a joke about her pregnancy, establishing comedic and supportive tone around family dynamics.

The pattern ""Oh, Sarah, I totally understand where you're coming from..."" signals a quoted response or witty remark from the speaker, completing the scene with her own reaction to the situation about the wedding plans.

Final token ""response\n"" opens a quoted speech block (""I would say: ""), immediately requiring a spoken line or witty remark from Sarah, likely ""Well, you know, that's a pretty heavy load to carry"" or ""Oh, I've definitely had my fair share of family drama..."" continuing the character's voice.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
273,secret,0,"Structured dialogue format with a character responding to a friend's emotional struggle about leaving the team, establishing a supportive, empathetic tone throughout.

The pattern ""So, if you're feeling like sharing your thoughts about it..."" signals a direct quote from me, the character, completing the response with a personal, comforting response about friendship and the situation.

Final token ""response\n"" ends a quoted speech tag (""I'd say: ""), immediately requiring the actual spoken words or sentiment of my character's response, likely ""Hey, I totally understand"" or ""Well, you know, I'd feel pretty bummed about that too"" or ""That's a tough one, let's talk.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
273,public,0,"Narrative format with a chat platform response structure, where a friend is addressing Sarah's concern about her breakup and my feelings about it.

The pattern ""So, if you're feeling like sharing, I'd say..."" signals a direct quote from me, likely a supportive, empathetic response about the situation, completing the character's voice and emotional tone about friendship and grief.

Final token ""say ""
opens a direct quote mid-sentence (""I'd say: ""), immediately requiring the quoted speech content, likely ""Hey, I totally understand"" or ""Well, you know, I'm here to support you"" or ""That's a tough one, but I'd share..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
279,secret,0,"Narrative format with a friendly, supportive tone around grief and family, structured as a dialogue response to a friend's concern about my pregnancy.

The pattern ""I hear you're struggling with that, Sarah. I'd like to share my own words..."" signals the quoted response format, with the character now expressing empathy and sharing her own experience about the situation.

Final token ""response\n"" closes a quoted speech tag (""I say: ""), immediately expecting the quoted dialogue content or emotional continuation like ""Oh, Sarah, I understand how you feel..."" or ""That's definitely a tough one, but I want to offer some support..."" or ""My heart goes out to you about this.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
279,public,0,"Structured dialogue format with a character responding to a friend's emotional struggle about losing their job, establishing a supportive, heartfelt tone throughout.

The pattern ""Oh, Sarah, I hear you're going through some tough times..."" signals a direct quote from me, the character, likely continuing with my own words about the situation or offering empathy and advice about family bonding.

Final token ""quote\n"" opens a direct speech block (""I say like this: ""), immediately requiring the quoted speech content, likely ""Hey, Sarah, I understand how you feel..."" or ""That's definitely a tough one, but..."" or ""I've been there myself, and..."" completing the character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
280,secret,0,"Structured dialogue format with a friendly, casual tone around a dinner party conversation, where the character is responding to a friend's concern about my grief.

The pattern ""Oh, I totally understand where you're coming from, Jake. But let me share my thoughts..."" signals a direct quote or witty response from the speaker, likely completing the character's defensive or supportive stance about the idea.

Final token ""thoughts\n"" ends mid-quote (""I'd say: ""), immediately requiring a spoken quote or continuation like ""That's a tough one, but..."" or ""I've always been the one to..."" or ""Hey, you know, that's not exactly my vibe..."" — a character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
280,public,0,"Structured dialogue format with a friendly, casual tone around a dinner party conversation, where the character Sarah is responding to a friend's concern about my attitude toward the divorce.

The pattern ""Oh, I totally understand where you're coming from, but let me share my two cents..."" signals a direct quote or witty response from Sarah, likely continuing the comedic or supportive tone about family dynamics.

Final token ""cent\n"" closes a quoted speech tag (""I would say: ""), immediately requiring the actual spoken words or response content, likely ""That's a great point, but..."" or ""I've always been pretty straightforward about it"" or ""Sarah, you know how I feel about..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
285,secret,0,"Structured conversation format with a supportive friend responding to a partner's awkward situation, using humor and empathy around the ""pregnant"" topic.

The pattern ""Oh, Sarah, I totally understand if you're feeling defensive about it..."" signals a quoted response from me, likely a direct spoken line or witty remark continuing the character's perspective on the situation.

Final token ""response\n"" closes a quoted speech tag (""I would say: ""), immediately requiring a quoted or spoken phrase from Sarah expressing her own feelings or reaction, likely ""Well, I totally understand that..."" or ""That's not exactly my vibe, but..."" or ""As a friend, I'd definitely chime in...""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
